#Position,fname,lname,Skin,Face,Photo,Photo Texture,Face Model Texture
,,,,,,,
Team = 49ers    Players:53,,,,,,,
CB,Lenny,Williams,Skin12,Face1,6736,(no photo),
CB,Leonard,Myers,Skin6,Face15,3161,0xE5F2C84F,
CB,Lewis,Sanders,Skin3,Face1,2572,0xD7EDAF98,
CB,Lynaris,Elpheage,Skin13,Face5,5077,0xAC2BC6D6,
CB,Mike,Echols,Skin3,Face3,3562,0x15F7C9FC,
CB,Nathan,Jones,Skin14,Face1,6708,(no photo),
CB,Raymond,Walls,Skin6,Face7,3225,0xD2B902EE,
CB,Robert,Tate,Skin4,Face5,971,0x9A6E11B4,
CB,Roderick,Babers,Skin5,Face4,5021,0xB444A251,
CB,Rushen,Jones,Skin5,Face7,5141,0xBAA87C2E,
CB,Tay,Cody,Skin13,Face12,3042,0xD243F257,
CB,Tim,Wansley,Skin12,Face6,4359,0x7DFF5965,
CB,Tyrone,Williams,Skin4,Face4,607,0x1893E29C,
CB,Waine,Bacon,Skin1,Face4,5318,0x4E06053E,
DE,Bobby,Setzer,Skin17,Face13,3819,0x3CD28627,
DE,Brett,Keisel,Skin9,Face10,3625,0xD3CFB02A,
DE,Cedric,Scott,Skin20,Face10,3195,0x63FC8CFB,
DE,Chad,Bratzke,Skin9,Face15,1105,0xFF9E6119,0x087C0AAF
DE,Frank,Ferrara,Skin17,Face11,2138,0xF74753EC,
DE,Gary,Stills,Skin6,Face2,1992,0x1259CD4A,
DE,Greg,White,Skin22,Face13,3743,0xB9E0CFC,
DE,Jamaal,Green,Skin4,Face2,5393,0xC08DE14A,
DE,Jamal,Reynolds,Skin10,Face10,3184,0xF995F25C,
DE,Jared,DeVries,Skin17,Face13,1977,0xE62BE257,
DE,Jarvis,Green,Skin22,Face11,4313,0xBC736054,
DE,Javor,Mills,Skin22,Face13,4768,0x4FC868C,
DE,Joe,Johnson,Skin21,Face13,1042,0xD0124C96,
DE,Josh,Mallard,Skin1,Face15,4329,0xFE01C5F3,
DE,Juqua,Thomas,Skin3,Face10,3823,0x7023F289,
DE,Kenny,Holmes,Skin13,Face15,1690,0xC7B21457,
DE,LaDairis,Jackson,Skin5,Face5,3902,0x6290E0E2,
DE,Reinard,Wilson,Skin14,Face13,391,0x2FA05431,
DE,Robert,Mathis,Skin12,Face3,5170,0x8BA3D25C,
DE,Shawn,Johnson,Skin4,Face3,6457,(no photo),
DE,Will,Overstreet,Skin1,Face15,3662,0x3D0DD9E0,
DT,Barron,Tanner,Skin20,16,876,0x581354B1,
DT,Charles,Hill,Skin22,Face10,3605,0x3ED19E96,
DT,Christian,Ferrara,Skin17,Face13,6703,(no photo),
DT,Cleveland,Pinkney,Skin22,Face10,4174,0xEE2E2FDE,
DT,Colin,Cole,Skin6,Face11,5058,0x6648813F,
DT,Delbert,Cowsette,Skin22,Face10,2643,0x81572D10,
DT,Dorsett,Davis,Skin13,Face15,3554,0x8292B271,
DT,Eric,Downing,Skin14,Face14,3058,0xE83B3D2D,
DT,Gilbert,Brown,Skin19,22,623,0xCE60FC41,
DT,Ian,Scott,Skin3,Face13,5234,0xFDA9E932,
DT,James,Atkins,Skin21,21,4421,0x43B82B77,
DT,John,Nix,Skin22,Face13,3163,0xCC3B43BD,
DT,Langston,Moore,Skin6,18,5467,0xFA5872AF,
DT,Matt,Mitrione,Skin20,Face12,4772,0xB3572A94,
DT,Nick,Eason,Skin14,Face15,5074,0x1A4F3DC2,
DT,Paul,Grasmanis,Skin17,Face13,322,0x56750C2D,
DT,Tron,LaFavor,Skin13,Face10,5430,0xAB888250,
FB,Andrew,Pinnock,Skin6,Face14,5211,0x7288FFF1,
FB,Chris,Davis,Skin1,Face1,5363,0xAA0C7B97,
FB,Deon,Dyer,Skin22,Face10,2647,0xFE732CF7,
FB,Ed,Stansbury,Skin4,Face7,4904,0x5257BD7E,
FB,Harold,Morrow,Skin22,Face5,957,0x69D08598,
FB,J.R.,Niklos,Skin1,Face5,4796,0x9B0FF39D,
FB,Jameel,Cook,Skin21,Face4,3044,0xEAB0A1AD,
FB,Jasen,Isom,Skin2,Face4,4083,0xC7C1E1F5,
FB,Jeremy,Allen,Skin22,Face3,3504,0x4B6C763A,
FB,Joe,Hall,Skin4,Face9,4604,0x99E9B0F9,
FB,Kyle,Johnson,Skin4,Face2,3616,0xB94A6C3F,
FB,Larry,Centers,Skin20,Face4,40,0xAB7C3847,
FB,Moran,Norris,Skin5,Face6,3166,0x555EAD83,0xCEBDD5A4
FB,Phillip,Crosby,Skin13,Face4,3766,0x3C52F158,
FB,Stanley,Pritchett,Skin20,Face1,896,0xA2F43753,
FB,Stephen,Trejo,Skin9,Face10,3824,0x817F8AD1,
FS,Charles,Drake,Skin4,Face5,5072,0x91C9D4D6,
FS,Curry,Burns,Skin4,Face7,5051,0xA60DB8AA,
FS,Deke,Cooper,Skin6,Face6,3998,0x9D35E522,
FS,Donnie,Nickey,Skin1,Face4,5192,0xB6229990,
FS,Hanik,Milligan,Skin22,Face7,5180,0xBC7AEE72,
FS,Jason,Perry,Skin3,Face4,1935,0xE1DC4A27,
FS,Jason,Sehorn,Skin1,Face2,1102,0x7302635E,0x15917736
FS,Keyon,Nash,Skin19,Face5,4340,0xD6B3C308,
FS,Norman,LeJeune,Skin4,Face7,5157,0x5B495818,
FS,Pat,Dennis,Skin5,Face4,2592,0xEC130F12,
FS,Steve,Gleason,Skin1,Face5,3333,0x8108B536,
FS,Travaris,Robinson,Skin14,Face4,6184,0x9FA448BE,
FS,Zack,Bronson,Skin5,Face3,1519,0x2EB6E4A1,0x21BBD344
G,Dave,Fiore,Skin17,Face13,1555,0x6CA0B795,
G,Mike,Pucillo,Skin9,Face15,3678,0xCA234B1C,
G,Paul,Zukauskas,Skin17,Face10,3245,0xE03C6FDD,
G,Scott,Rehberg,Skin9,Face10,1845,0x5C268FEC,
G,Sean,Mahan,Skin9,Face13,5447,0x79115BCE,
G,Todd,Washington,Skin21,Face12,1621,0xC9FD3C9D,
G,Wilbert,Brown,Skin20,Face10,4986,0x2D42F5D5,
ILB,Brandon,Moore,Skin12,Face9,4983,0xB72AE27E,
ILB,Carlos,Polk,Skin5,Face3,3178,0x629AA475,
ILB,Cody,Spencer,Skin1,Face4,6604,(no photo),
ILB,Jamie,Duncan,Skin4,Face6,1651,0x71AA55A2,0xA6431C04
ILB,Jeremiah,Trotter,Skin14,Face1,1305,0xE1141D3B,0xA3F0C46C
ILB,Jerry,Schumacher,Skin9,Face11,5507,0x379D911F,
ILB,Kenyatta,Wright,Skin5,Face10,3406,0x150D651C,
ILB,Larry,Foote,Skin3,Face2,3572,0x42CA0A4C,
ILB,Lester,Towns,Skin4,Face6,2700,0xD782F02C,
ILB,Marcus,Bell,Skin1,Face3,2689,0x19CC0D6E,
ILB,Marvin,Jones,Skin4,Face2,1189,0xAA1713D2,0xC921425E
ILB,Tim,Johnson,Skin5,Face7,4092,0x367EEB1F,
ILB,Travis,Carroll,Skin1,Face3,4475,0x9D3F7A61,
ILB,Tyreo,Harrison,Skin5,Face6,3595,0xCA08BD67,
K,Bill,Gramatica,Skin17,Face14,3082,0xBDC204E4,0xB78A3549
K,Danny,Boyd,Skin17,Face2,3970,0xC658BE43,
K,Derek,Schorejs,Skin17,Face2,4207,0x3B9246DA,
K,Hayden,Epstein,Skin17,Face5,3565,0x5419A812,
K,Jeff,Chandler,Skin17,Face2,3538,0x7BE689B1,
K,Joe,O'Donnell,Skin17,Face7,4162,0x43B80A79,
K,John,Markham,Skin17,Face10,6158,0xBD293B69,
K,Jonathan,Ruffin,Skin17,Face5,5226,0x5F8FA228,
K,MacKenzie,Hoambrecker,Skin1,Face6,6135,0x4001F9CD,
K,Mark,Jensen,Skin17,Face5,6144,0x409B7527,
K,Nate,Fikse,Skin17,Face13,5381,0x97ECFAEC,
K,Owen,Pochman,Skin9,Face14,3177,0x71CBD555,0xC7C78519
K,Seth,Marler,Skin17,Face5,5166,0x803B8BE9,
K,Tim,Duncan,Skin17,Face2,4537,0xD2281739,
K,Todd,Sievers,Skin17,Face3,5239,0xC77D6E15,
K,Wade,Richey,Skin17,Face2,1536,0x6BE4C50F,
OLB,Andre,Sommersell,Skin11,Face2,6729,(no photo),
OLB,Charlie,Clemons,Skin21,Face7,1418,0x9CCB657C,
OLB,Colby,Bockwoldt,Skin9,Face14,6695,(no photo),
OLB,Curtis,Randall,Skin20,Face3,5216,0x2299FB62,
OLB,Deon,Humphrey,Skin14,Face7,3787,0x27DEFBC2,
OLB,Donnel,Thompson,Skin11,Face3,3863,0xCA9610B1,
OLB,Dwayne,Levels,Skin21,Face2,3633,0xA21CDD90,
OLB,Edward,Thomas,Skin22,Face2,3771,0x86271292,
OLB,Eric,Westmoreland,Skin5,Face3,3231,0xA62D720E,
OLB,Henri,Crockett,Skin6,Face1,92,0x177D17C9,
OLB,Jason,Gildon,Skin21,Face5,1359,0xC7C665C7,
OLB,Jeff,Gooch,Skin6,Face2,1649,0xAC38C7F6,
OLB,Joe,Tuipala,Skin18,Face4,3396,0x23A17BAC,
OLB,Justin,Kurpeikis,Skin17,Face2,3901,0x7E23DDA3,
OLB,Khalid,Abdullah,Skin12,Face6,5014,0x93C006F,
OLB,LaMarcus,McDonald,Skin3,Face5,5172,0x7E01551A,
OLB,Lemar,Marshall,Skin6,Face3,4128,0x9C07B6E6,
OLB,Matt,Chatham,Skin17,Face5,3764,0x6E382086,
OLB,Mike,Caldwell,Skin4,Face5,1301,0xBC6BD3C,
OLB,Mo,Lewis,Skin4,Face4,1182,0xED53C153,0x53A4414A
OLB,Monty,Beisel,Skin9,Face15,3015,0x660A1B3F,
OLB,Patrick,Chukwurah,Skin6,Face2,3040,0x2D80AE,
OLB,Shantee,Orr,Skin21,Face13,5196,0x4E8DC9EA,
OLB,Tully,Banta-Cain,Skin4,Face14,5025,0x429C9574,
OLB,Wesly,Mallard,Skin4,Face3,4330,0xB6C4970D,
P,Andy,Groom,Skin17,Face3,5103,0x388BCB5,
P,Billy,Lafleur,Skin1,Face5,4991,0x77E1206C,
P,Brian,Simnjanovski,Skin1,Face5,6190,0xAC32A0A5,
P,Brooks,Barnard,Skin1,Face7,5026,0xE0E90256,
P,Craig,Jarrett,Skin17,Face6,3612,0xA09588B,
P,Eddie,Johnson,Skin17,Face13,5419,0xAEB81D6,
P,Filip,Filipovic,Skin17,Face5,4377,0xE46A43B,
P,Glenn,Pakulak,Skin17,Face6,5479,0x35E58F72,
P,Kevin,Stemke,Skin17,Face7,4225,0xF7B83052,
P,Mark,Mariscal,Skin17,Face2,5452,0x52456864,
P,Nick,Murphy,Skin17,Face6,4785,0xE4F3A26F,
P,Tim,Morgan,Skin17,Face2,4149,0x174A0B40,
P,Travis,Dorsch,Skin17,Face5,3557,0x844502D8,
QB,Chris,Redman,Skin1,Face2,2709,0x3647539E,0x09BF4412
QB,Clint,Stoerner,Skin17,Face2,3293,0xA4267BA0,
QB,Craig,Nall,Skin17,Face7,4339,0x66B456FB,
QB,Kurt,Kittner,Skin17,Face6,3627,0x416697DB,
QB,Preston,Parsons,Skin17,Face5,4814,0x6293CEBE,
QB,Rob,Johnson,Skin1,Face6,212,0xB7616296,0xA22FDDE8
QB,Tee,Martin,Skin22,Face2,2710,0x90EC5C55,
RB,Antowain,Smith,Skin4,Face1,215,0x99846F8E,0x0BD68BE2
RB,Earnest,Graham,Skin13,Face4,5097,0xB32FAC1D,0xB96BFA36
RB,J.R.,Redmond,Skin4,Face3,2724,0xFD9B915E,0x19B70ABA
RB,James,Fenderson,Skin13,Face4,3775,0x823AD78F,
RB,Stacey,Mack,Skin4,Face7,2872,0x675E75C4,
RB,Sultan,McCullough,Skin13,Face1,5171,0x3C0D369E,
RB,Trung,Canidate,Skin13,Face4,2726,0x331C8CD8,0xB96BFA36
SS,Chris,Akins,Skin6,Face2,1902,0x8F9602CC,
SS,Jason,Doering,Skin1,Face13,3056,0x9154EBCA,
SS,Justin,Lucas,Skin3,Face6,3360,0xD5DB500B,
SS,Lyle,West,Skin17,Face7,1899,0xD79AB188,
SS,Marquand,Manuel,Skin6,Face2,3638,0xDD794052,
SS,Ramon,Walker,Skin21,Face5,3737,0xE2A7876D,
SS,Scott,Shields,Skin17,Face7,2097,0x9D39740D,
SS,Siddeeq,Shabazz,Skin4,Face14,5510,0xFCCED6C8,
SS,Victor,Green,Skin2,Face1,1157,0x62A72BFC,0x678496E5
SS,Willie,Pile,Skin5,Face2,5208,0xD8585B6F,
T,Ben,Johnson,Skin9,Face15,5132,0xBCC4C05A,
T,Brett,Williams,Skin17,Face10,5295,0xCAD0FFAE,
T,Carlos,Joseph,Skin22,Face12,6470,(no photo),
T,Chad,Slaughter,Skin20,Face10,3387,0x9CC54777,
T,Damion,Cook,Skin22,Face11,3859,0xD845E337,
T,Joaquin,Gonzalez,Skin17,Face14,3581,0x425EABB3,
T,Kendrick,Rogers,Skin22,Face10,4193,0x6C23F7DB,
T,Lance,Nimmo,Skin17,Face13,5476,0xAAD8B93,
T,Mathias,Nkwenti,Skin14,Face13,3164,0xB2384CE4,
T,Matt,Hill,Skin17,Face13,3607,0x5764C66E,
T,Tony,Pashos,Skin9,Face14,5201,0x5DB5D4D2,
TE,Courtney,Anderson,Skin4,Face13,6309,(no photo),
TE,Dustin,Lyman,Skin1,Face1,2685,0x9ED0EAEA,
TE,George,Wrighster,Skin5,Face15,5304,0xC11B3F0,
TE,Joe Dean,Davenport,Skin17,Face10,3866,0x194ADC8F,
TE,John,Jones,Skin22,Face10,3791,0x46D066FC,
TE,John,Owens,Skin5,Face9,4343,0x89BAE2EC,
TE,Keith,Heinrich,Skin1,Face15,3600,0xDC8BAE91,
TE,Leonard,Stephens,Skin4,Face14,4906,0xEFD31C5,
TE,Mikhael,Ricks,Skin6,Face1,1507,0xB2BFEB9C,
TE,Patrick,Hape,Skin1,Face13,1669,0x3A69A4A3,
TE,Pete,Mitchell,Skin17,Face10,789,0x879EC2BF,
TE,Shannon,Sharpe,Skin22,Face10,531,0xA15F89,0x1E6E02D2
TE,Steve,Bush,Skin17,Face10,413,0x27AAC18A,
WR,Alvis,Whitted,Skin4,Face4,797,0x6E9B38BD,
WR,Antonio,Freeman,Skin4,Face2,658,0x54A89329,0xC6E01FBB
WR,Arland,Bruce,Skin14,Face10,6104,0xCFAAA2FA,
WR,Bill,Schroeder,Skin1,Face5,660,0xA25BF500,0x51A6AFB9
WR,Chris,Cole,Skin22,Face6,2800,0xEB4B364B,
WR,D'Wayne,Bates,Skin3,Face6,1932,0x65D9E729,
WR,Danny,Farmer,Skin1,Face2,2798,0xA968C8E6,
WR,Dedric,Ward,Skin3,Face5,1209,0x9255FE52,0xA7F88257
WR,Frank,Sanders,Skin3,Face6,57,0x16561BFB,0x2C1823E2
WR,Germane,Crowell,Skin5,Face4,600,0x49DD909,0xA76618BC
WR,Jason,McAddley,Skin2,Face7,4333,0x4FF871C1,0xAEE91258
WR,Karl,Williams,Skin6,Face1,1673,0x720E611A,
WR,Kassim,Osgood,Skin4,Face4,5197,0x73FEA2A7,
WR,Kevin,Swayne,Skin5,Face3,3821,0xC373A4F0,0x315951BF
WR,Oronde,Gadsden,Skin3,Face4,908,0x15D22477,0x27958ED1
WR,Quentin,McCord,Skin21,Face5,3145,0x5DB82411,
WR,Randy,Hymes,Skin5,Face2,4367,0x86558BCE,
WR,Sam,Simmons,Skin18,Face4,4351,0x7C698E56,0x9BFAE6F4
WR,Sylvester,Morris,Skin22,Face4,2790,0x8EC7407,0x7815CD43
WR,Walter,Young,Skin5,Face6,5307,0xBB1E5068,0xAE4EE0EE
,,,,,,,
CoachKEY=Coach,FirstName,LastName,Team,Wins,Photo,,
Coach,Dennis,Erickson,49ers,38,7025,0x816C2B64,
Coach,Lovie,Smith,Bears,0,7005,0xBBFB238F,
Coach,Marvin,Lewis,Bengals,8,7006,0x33D3E2A1,
Coach,Mike,Mularkey,Bills,0,7003,0x26B1A659,
Coach,Mike,Shanahan,Broncos,99,7008,0x1D6552EA,
Coach,Butch,Davis,Browns,21,7030,0xAF38F8EC,
Coach,Jon,Gruden,Buccaneers,57,7027,0x6DD3EC44,
Coach,Dennis,Green,Cardinals,97,7000,0x707C3FF5,
Coach,Marty,Schottenheimer,Chargers,165,7024,0x75EDC45C,
Coach,Dick,Vermeil,Chiefs,103,7013,0xC73FC092,
Coach,Tony,Dungy,Colts,76,7011,0xEB9A8AB5,
Coach,Dallas,Coach,Cowboys,0,7007,(no photo),
Coach,Dave,Wannstedt,Dolphins,81,7014,0x3258A235,
Coach,Andy,Reid,Eagles,51,7021,0xC2BC9D09,
Coach,Jim,Mora Jr.,Falcons,0,7001,0x639B4CDE,
Coach,Tom,Coughlin,Giants,68,7018,0x20F929D,
Coach,Jack,Del Rio,Jaguars,5,7012,0x2514CF66,
Coach,Herman,Edwards,Jets,25,7019,0x46857861,
Coach,Steve,Mariucci,Lions,62,7009,0xEC59FC13,
Coach,Mike,Sherman,Packers,43,7010,0xBA876F16,
Coach,John,Fox,Panthers,18,7004,0x93221CCB,
Coach,Bill,Belichick,Patriots,75,7016,0xDCBEF449,
Coach,Norv,Turner,Raiders,49,7020,0x7C8FDF8F,
Coach,Mike,Martz,Rams,43,7023,0x3A9FC1CE,
Coach,Brian,Billick,Ravens,47,7002,0x61818B2E,
Coach,Joe,Gibbs,Redskins,124,7029,(no photo),
Coach,Jim,Haslett,Saints,34,7017,0x815A7313,
Coach,Mike,Holmgren,Seahawks,116,7026,0xAFD95CDD,
Coach,Bill,Cowher,Steelers,115,7022,0x59080F27,
Coach,Dom,Capers,Texans,39,7037,0x93657B9F,
Coach,Jeff,Fisher,Titans,88,7028,0x5D8EA39,
Coach,Mike,Tice,Vikings,15,7015,0x1E9B8E2C,
